Anomaly_Index,Predicted_Source_Code,Predicted_Fault_Description,TopFeature_1,TopFeature_2,TopFeature_3,TopContribution_1,TopContribution_2,TopContribution_3
9595,F1L,Inverter Fault (Low),ia,Vabc,Vpv,0.76337427,0.63245505,0.25305012
9596,F7M,Boost Converter Controller Fault (Med),Vdc,ic,Vabc,2.5702252,-0.67902786,0.49784473
9597,F1L,Inverter Fault (Low),ic,ib,ia,2.8100948,0.75214505,0.5827811
9598,F1L,Inverter Fault (Low),ic,ia,ib,3.4764721,1.1869477,0.6282949
9599,F4M,PV Array Mismatch (Med),Vdc,ib,ic,4.97665,-0.25782865,0.093974754
9600,F6M,MPPT Controller Fault (Med),Vdc,Vabc,ib,4.2811213,0.22875528,0.17423293
9601,F6M,MPPT Controller Fault (Med),Vdc,ia,Vabc,2.7673774,0.8883919,0.4866029
9602,F4M,PV Array Mismatch (Med),Vdc,ic,Vpv,1.5827934,0.64248437,0.45005456
9603,F1L,Inverter Fault (Low),ic,Vdc,ia,1.8491136,-0.806161,0.5253779
9604,F6L,MPPT Controller Fault (Low),Vdc,ib,ia,5.7073812,-0.58764005,-0.41290808
9605,F3L,Grid Anomaly (Low),Vdc,Vabc,Vpv,7.137931,0.3800639,-0.31535837
9606,F1L,Inverter Fault (Low),Vdc,Vabc,ib,2.5379696,0.24549915,-0.18009436
9607,F2L,Feedback Sensor Fault (Low),ia,ic,ib,4.2855134,3.9718258,-2.5094898
9608,F5M,PV Array Mismatch (Med),Vpv,Vdc,ib,6.785165,2.3758407,0.69116825
9609,F6M,MPPT Controller Fault (Med),Vdc,ic,Vabc,4.690662,-0.61344016,0.22086427
9610,F7L,Boost Converter Controller Fault (Low),Vdc,Vabc,ic,2.104007,0.4291118,0.4222139
9611,F1L,Inverter Fault (Low),Vdc,ic,ib,3.8219945,3.404374,0.62434536
9612,F4L,PV Array Mismatch (Low),Vdc,Vabc,Vpv,4.2218537,-0.6984513,-0.65541625
9613,F2M,Feedback Sensor Fault (Med),ib,ic,Vdc,7.27176,-3.3544216,-2.212138
9614,F7M,Boost Converter Controller Fault (Med),Vdc,ia,Vabc,2.8314242,1.1602783,0.17093219
9615,F3L,Grid Anomaly (Low),Vdc,ic,Vpv,6.9894543,1.4645519,-0.4320012
9616,F7L,Boost Converter Controller Fault (Low),Vdc,ia,Vabc,1.4434023,0.20622666,0.15449855
9617,F2L,Feedback Sensor Fault (Low),ia,Vdc,ic,3.9480798,3.573801,-1.8537314
9618,F2M,Feedback Sensor Fault (Med),Vdc,ic,ia,3.8200057,0.42971963,0.3782117
9619,F4L,PV Array Mismatch (Low),Vdc,ia,Vabc,3.5187883,-0.22990398,-0.085421234
9620,F4M,PV Array Mismatch (Med),Vdc,ia,Vpv,5.916466,0.5496474,0.42991763
9621,F4M,PV Array Mismatch (Med),Vdc,ic,Vabc,3.0935328,-1.2649368,0.433742
9622,F1L,Inverter Fault (Low),ic,ia,ib,3.0993266,1.1747439,0.64005667
9623,F4M,PV Array Mismatch (Med),Vdc,ic,Vpv,1.5188854,0.5380035,-0.15355225
9624,F2L,Feedback Sensor Fault (Low),ic,ib,ia,-3.395234,3.141523,2.720704
9625,F6L,MPPT Controller Fault (Low),Vdc,Vabc,ic,1.1956637,0.48892573,0.30600637
9626,F6L,MPPT Controller Fault (Low),Vdc,ib,Vabc,5.919579,-0.5669097,-0.17258686
9627,F3M,Grid Anomaly (Med),Vdc,ia,Vabc,7.023321,0.7995613,0.6944943
9628,F6L,MPPT Controller Fault (Low),Vdc,Vabc,ic,1.8448278,0.7148843,-0.527732
9629,F3L,Grid Anomaly (Low),Vdc,ib,ia,7.405816,-0.39367118,-0.1853414
9630,F4M,PV Array Mismatch (Med),Vdc,ic,Vabc,1.5952373,-0.15403621,-0.13279031
9631,F3M,Grid Anomaly (Med),Vdc,ia,Vabc,6.7771196,-0.4314242,0.1061349
9632,F7L,Boost Converter Controller Fault (Low),Vdc,Vpv,Vabc,1.569927,-0.42153144,-0.28586808
9633,F2M,Feedback Sensor Fault (Med),Vdc,ia,Vabc,3.9522386,0.79104507,-0.43959057
9634,F7M,Boost Converter Controller Fault (Med),Vdc,ia,ic,3.5680568,0.60248005,0.21135725
9635,F7M,Boost Converter Controller Fault (Med),Vdc,ia,ib,3.5661643,0.60322493,-0.20179822
9636,F6L,MPPT Controller Fault (Low),Vdc,ib,Vpv,4.0064015,-0.63694936,-0.22162086
9637,F7L,Boost Converter Controller Fault (Low),Vabc,Vpv,ic,0.47851586,0.22958381,0.22714326
9638,F6L,MPPT Controller Fault (Low),Vdc,ic,Vabc,2.3716068,0.23150726,-0.22442825
9639,F4L,PV Array Mismatch (Low),Vdc,ib,ia,5.897053,-0.37366337,0.29045808
9640,F4L,PV Array Mismatch (Low),ib,Vpv,Vdc,0.65477115,0.6320668,0.5687757
9641,F1L,Inverter Fault (Low),ic,ib,ia,3.0040934,1.0848209,0.60042304
9642,F1L,Inverter Fault (Low),ic,Vdc,ia,1.8491136,-0.806161,0.5254883
9643,F1L,Inverter Fault (Low),Vdc,ia,Vabc,3.0271347,0.77114296,0.22141515
9644,F6M,MPPT Controller Fault (Med),Vdc,ib,ia,5.357966,0.20018332,-0.19118114
9645,F7M,Boost Converter Controller Fault (Med),ia,Vdc,ic,0.698156,-0.696366,-0.65210676
9646,F4L,PV Array Mismatch (Low),Vdc,Vpv,ib,4.3275642,0.5303991,-0.31789663
9647,F3M,Grid Anomaly (Med),Vdc,Vabc,Vpv,5.597901,-0.4292943,-0.20559461
9648,F6M,MPPT Controller Fault (Med),Vdc,Vabc,ia,1.5862147,-0.37171462,0.2896035
9649,F4L,PV Array Mismatch (Low),Vdc,Vabc,ia,4.7611423,0.49367508,0.45210862
9650,F4M,PV Array Mismatch (Med),Vabc,Vdc,ic,1.2973636,0.47432488,0.3933717
9651,F4L,PV Array Mismatch (Low),Vdc,Vabc,ic,0.741562,0.4995291,0.3074403
9652,F1L,Inverter Fault (Low),ia,ic,ib,0.7406955,0.68239945,0.64005566
9653,F6M,MPPT Controller Fault (Med),Vdc,ib,ic,1.3456941,-0.8864219,-0.5299202
9654,F6M,MPPT Controller Fault (Med),Vdc,ia,ib,1.3671663,0.63387245,0.26956603
9655,F3M,Grid Anomaly (Med),Vdc,Vabc,ia,6.232758,1.0642097,0.29175562
9656,F6L,MPPT Controller Fault (Low),Vdc,ib,ic,4.6341214,0.5180925,-0.20687425
9657,F3M,Grid Anomaly (Med),Vdc,Vabc,ia,5.6750116,0.866812,-0.77672666
9658,F6L,MPPT Controller Fault (Low),Vdc,ic,Vabc,4.23669,-0.28297198,-0.25271833
9659,F7L,Boost Converter Controller Fault (Low),Vdc,ic,ib,-1.4553369,-0.15015192,0.103738956
9660,F1L,Inverter Fault (Low),ic,ib,ia,3.4879751,0.6819499,0.6320132
9661,F4L,PV Array Mismatch (Low),Vdc,ib,Vpv,3.5210812,0.34124145,-0.33230567
9662,F1L,Inverter Fault (Low),ic,ib,ia,3.4982088,0.9627345,0.91836756
9663,F6M,MPPT Controller Fault (Med),Vdc,ic,Vabc,4.8371434,0.66393846,0.2501777
9664,F6L,MPPT Controller Fault (Low),Vdc,ia,ic,4.4444838,-0.29605985,-0.25764915
9665,F2M,Feedback Sensor Fault (Med),Vdc,ic,ib,3.2576883,1.119741,-0.56742907
9666,F7L,Boost Converter Controller Fault (Low),Vdc,ia,ic,2.429901,-0.32833594,0.29466116
9667,F6L,MPPT Controller Fault (Low),Vdc,ic,Vabc,3.836103,0.6114972,-0.25371245
9668,F3M,Grid Anomaly (Med),Vdc,ic,Vabc,1.9634777,1.0286816,0.8699662
9669,F6M,MPPT Controller Fault (Med),Vdc,ia,ib,1.4380559,0.73640573,0.19486657
9670,F6M,MPPT Controller Fault (Med),Vdc,ia,Vpv,1.3730346,0.46289465,0.35198647
9671,F6L,MPPT Controller Fault (Low),Vdc,ic,Vabc,4.0008736,0.5258171,0.5021004
9672,F4M,PV Array Mismatch (Med),ia,Vabc,ib,1.0655564,0.5941538,-0.32804272
9673,F4L,PV Array Mismatch (Low),Vdc,ib,Vpv,3.628746,0.54422563,-0.23829877
9674,F1L,Inverter Fault (Low),ic,ia,ib,3.120737,0.97907,0.92756903
9675,F4L,PV Array Mismatch (Low),Vdc,ib,Vpv,0.58136386,0.43154228,0.37963435
9676,F4M,PV Array Mismatch (Med),Vdc,ia,ic,4.833102,0.3431767,-0.2225008
9677,F1L,Inverter Fault (Low),Vdc,ic,ia,2.105854,2.0679977,1.0290446
9678,F3M,Grid Anomaly (Med),Vdc,Vabc,ia,2.1231673,0.7987494,0.6767388
9679,F1L,Inverter Fault (Low),ic,Vabc,ia,2.9971015,-2.1375754,0.9555596
9680,F4M,PV Array Mismatch (Med),Vdc,ic,Vabc,1.3767506,0.74315464,0.65362847
9681,F6L,MPPT Controller Fault (Low),Vdc,ib,ic,2.9611914,0.610977,0.5493597
9682,F6L,MPPT Controller Fault (Low),Vdc,Vabc,ib,4.1640053,-0.5471842,-0.38974628
9683,F1L,Inverter Fault (Low),ic,ib,ia,3.7710228,1.1700741,0.9324449
9684,F1L,Inverter Fault (Low),ic,Vdc,ia,1.8491136,-0.806161,0.5253779
9685,F4M,PV Array Mismatch (Med),Vdc,ic,ia,4.0041523,0.5259117,-0.31001547
9686,F4L,PV Array Mismatch (Low),Vdc,ib,ic,0.66542625,0.6388725,0.3462955
9687,F4M,PV Array Mismatch (Med),Vdc,ia,Vabc,5.550119,0.23074296,0.2253878
9688,F4L,PV Array Mismatch (Low),Vdc,Vabc,ib,3.842551,-0.8527067,0.486494
9689,F4L,PV Array Mismatch (Low),Vdc,ia,ib,4.216594,-0.5798522,0.39628944
9690,F4M,PV Array Mismatch (Med),Vdc,Vabc,ib,1.4029328,-0.37398997,0.3300948
9691,F1L,Inverter Fault (Low),ic,ib,Vdc,1.4479121,1.1066962,-0.89192665
9692,F4M,PV Array Mismatch (Med),Vdc,Vpv,ib,5.5420527,0.469156,-0.24844047
9693,F1L,Inverter Fault (Low),Vdc,ic,ib,3.5765104,3.4564555,0.56820685
9694,F4M,PV Array Mismatch (Med),Vdc,ia,Vpv,5.5982127,0.20920356,0.20011263
9695,F4M,PV Array Mismatch (Med),Vdc,Vabc,ia,0.8883981,0.59817785,0.291679
9696,F2M,Feedback Sensor Fault (Med),ib,ia,ic,7.299955,-2.2741444,-0.83109826
9697,F2M,Feedback Sensor Fault (Med),ib,Vdc,ic,5.5518746,2.2075782,-0.77593195
9698,F4L,PV Array Mismatch (Low),Vdc,Vpv,ia,5.3231397,0.52148867,-0.39880255
9699,F5M,PV Array Mismatch (Med),Vpv,Vdc,ib,6.792557,2.40945,0.6901092
9700,F6M,MPPT Controller Fault (Med),Vdc,ia,Vpv,3.3514588,0.41157418,-0.17381987
9701,F4L,PV Array Mismatch (Low),Vdc,ia,ib,4.253015,-0.30756515,-0.29405117
9702,F6L,MPPT Controller Fault (Low),Vdc,ib,ic,4.1703515,-0.40812203,0.34522834
9703,F6M,MPPT Controller Fault (Med),Vdc,Vabc,ic,1.2531779,0.56580895,-0.4386467
9704,F6M,MPPT Controller Fault (Med),Vdc,ic,Vabc,4.1764793,0.32559735,0.263223
9705,F4L,PV Array Mismatch (Low),Vdc,ic,ib,4.7815547,-0.40742007,0.3227637
9706,F6M,MPPT Controller Fault (Med),Vdc,ia,ic,4.9769726,0.53734565,-0.34537494
9707,F4L,PV Array Mismatch (Low),Vdc,ib,Vpv,0.8641686,0.7259544,-0.5778103
9708,F1L,Inverter Fault (Low),ic,ib,ia,2.083465,0.9415334,0.92787534
9709,F1L,Inverter Fault (Low),ib,ia,ic,1.1274436,0.6738705,0.4924387
9710,F3M,Grid Anomaly (Med),Vdc,ia,ic,5.509624,-0.23171332,-0.1796422
9711,F3M,Grid Anomaly (Med),Vdc,Vabc,Vpv,5.6110387,-0.28059638,-0.27230555
9712,F4L,PV Array Mismatch (Low),Vdc,ia,Vabc,4.218778,-0.5967661,0.5517617
9713,F7M,Boost Converter Controller Fault (Med),Vdc,ic,ia,3.3593302,0.695086,0.39777607
9714,F1M,Inverter Fault (Med),Vpv,Vdc,ic,8.53985,1.3821182,0.7101148
9715,F6M,MPPT Controller Fault (Med),Vdc,Vabc,ia,2.2607002,-0.1994613,0.19352378
9716,F6L,MPPT Controller Fault (Low),Vdc,ib,ia,3.848199,0.22047213,0.112343095
9717,F6M,MPPT Controller Fault (Med),Vdc,ia,Vpv,4.622869,0.5728894,0.36895502
9718,F4L,PV Array Mismatch (Low),Vabc,ib,Vpv,-0.6521277,0.6352402,0.62455344
9719,F7L,Boost Converter Controller Fault (Low),Vdc,ic,Vabc,2.00227,0.19783574,0.14853804
9720,F4M,PV Array Mismatch (Med),Vdc,ic,ia,0.8935334,0.7767093,-0.50764066
9721,F2L,Feedback Sensor Fault (Low),ic,Vdc,ia,6.0686812,2.330612,-1.8666211
9722,F3L,Grid Anomaly (Low),Vdc,Vabc,Vpv,6.600533,0.5508383,0.54958653
9723,F1L,Inverter Fault (Low),ic,Vabc,Vpv,1.8721032,0.674139,-0.5151767
9724,F1L,Inverter Fault (Low),ic,ib,ia,4.056958,1.2155458,0.79484874
9725,F4L,PV Array Mismatch (Low),Vdc,Vabc,ia,4.2767177,-0.5731914,-0.20504814
9726,F4L,PV Array Mismatch (Low),Vdc,ib,ia,3.9962716,0.4713064,0.4425209
9727,F2M,Feedback Sensor Fault (Med),Vdc,ic,ib,3.4000375,-2.5902667,-1.0388036
9728,F1L,Inverter Fault (Low),ic,Vdc,ia,1.8491136,-0.806161,0.5254883
9729,F3L,Grid Anomaly (Low),Vdc,Vpv,Vabc,6.4601645,-0.9083192,0.33593974
9730,F3M,Grid Anomaly (Med),Vdc,Vabc,Vpv,5.559006,-0.42435998,-0.22231898
9731,F6M,MPPT Controller Fault (Med),Vdc,ic,ia,2.0747828,0.38522062,-0.33614975
9732,F3L,Grid Anomaly (Low),Vdc,Vpv,Vabc,2.9711099,0.64827716,0.3433641
9733,F4M,PV Array Mismatch (Med),Vdc,ic,ia,4.938371,0.5080446,-0.39720204
9734,F4L,PV Array Mismatch (Low),Vdc,Vabc,ia,5.1115675,0.38558865,0.25357205
9735,F1L,Inverter Fault (Low),ic,ia,ib,3.536281,0.91507834,0.66293246
9736,F3L,Grid Anomaly (Low),Vdc,ic,Vabc,6.514426,0.67128557,0.44315818
9737,F2M,Feedback Sensor Fault (Med),ib,ic,ia,6.9101925,-2.0489042,-2.038561
9738,F4L,PV Array Mismatch (Low),Vdc,Vpv,ib,0.49713388,0.42089418,0.41755512
9739,F3M,Grid Anomaly (Med),Vdc,Vabc,ib,4.927746,-1.5947884,-0.3440632
9740,F6M,MPPT Controller Fault (Med),Vdc,ia,ic,4.6035137,0.4480704,0.14949208
9741,F1L,Inverter Fault (Low),ic,ia,Vdc,1.8477241,1.016682,0.5743579
9742,F4L,PV Array Mismatch (Low),Vdc,ia,Vpv,4.203957,-1.6645459,0.6732563
9743,F2L,Feedback Sensor Fault (Low),ic,ia,ib,7.3265924,-3.8806498,1.2884206
9744,F6L,MPPT Controller Fault (Low),Vdc,ia,ic,2.8345537,-1.2862378,0.766894
9745,F6M,MPPT Controller Fault (Med),Vdc,ia,Vabc,3.587782,0.43978903,-0.19012415
9746,F6M,MPPT Controller Fault (Med),Vdc,ic,ib,4.0975246,-0.28850347,0.16442972
9747,F2M,Feedback Sensor Fault (Med),ib,Vdc,Vpv,5.526338,3.1348407,0.7985891
9748,F3M,Grid Anomaly (Med),Vdc,Vabc,ia,6.796611,0.6118548,0.5225333
9749,F1M,Inverter Fault (Med),Vpv,Vdc,ic,8.533097,1.40497,0.4725784
9750,F1L,Inverter Fault (Low),ic,ia,Vdc,1.6892182,0.9240671,0.5748594
9751,F1L,Inverter Fault (Low),Vdc,ia,ic,3.948239,0.794015,0.32249346
9752,F1L,Inverter Fault (Low),ic,ib,Vdc,1.7809477,0.6760547,-0.49861762
9753,F6M,MPPT Controller Fault (Med),Vdc,Vabc,ia,4.399223,0.2719374,0.2689203
9754,F4L,PV Array Mismatch (Low),Vdc,ia,Vabc,5.2840924,0.43713194,0.34030962
9755,F6M,MPPT Controller Fault (Med),Vdc,ia,ic,3.802685,0.41683763,0.17238487
9756,F6L,MPPT Controller Fault (Low),Vdc,ic,ib,4.552442,0.5331718,0.12705106
9757,F1L,Inverter Fault (Low),ic,Vdc,ia,1.9219131,-0.8111698,0.5080555
9758,F2L,Feedback Sensor Fault (Low),ib,Vdc,ia,2.441019,2.182577,-1.4423745
9759,F4M,PV Array Mismatch (Med),Vdc,ia,ic,1.2563202,0.95664597,0.47196153
9760,F1L,Inverter Fault (Low),ic,Vdc,ia,1.8491136,-0.806161,0.5253779
9761,F1L,Inverter Fault (Low),ic,Vdc,ia,1.8491136,-0.806161,0.5254883
9762,F4L,PV Array Mismatch (Low),ib,Vpv,Vdc,0.65511674,0.6319868,0.568989
9763,F6M,MPPT Controller Fault (Med),Vdc,ic,ia,1.9952046,0.87849635,-0.38919684
9764,F7M,Boost Converter Controller Fault (Med),Vabc,ic,ia,1.3705809,1.1200839,-0.29507202
9765,F6M,MPPT Controller Fault (Med),Vdc,ib,Vabc,3.9516535,0.19223244,-0.14698368
9766,F1L,Inverter Fault (Low),ic,Vdc,ia,4.0971026,-1.7153084,1.0365973
9767,F3L,Grid Anomaly (Low),Vdc,ic,Vpv,6.7060375,0.95693564,0.17256258
9768,F7M,Boost Converter Controller Fault (Med),Vdc,ia,ib,3.8684163,0.44231528,-0.3953464
9769,F6M,MPPT Controller Fault (Med),Vdc,ia,ic,5.1546416,-0.40860477,-0.24984877
9770,F4M,PV Array Mismatch (Med),Vdc,ic,Vabc,5.0056453,0.27912188,-0.18224972
9771,F1M,Inverter Fault (Med),Vpv,Vdc,ic,8.549781,1.0297117,0.6104247
9772,F4L,PV Array Mismatch (Low),Vdc,Vpv,ib,5.5723314,0.18514553,0.1595182
9773,F4L,PV Array Mismatch (Low),Vdc,ic,Vpv,6.0089006,-0.45603466,0.34036228
9774,F6M,MPPT Controller Fault (Med),Vdc,Vpv,ic,4.454821,-0.22892608,0.14999089
9775,F6L,MPPT Controller Fault (Low),Vdc,ic,ia,2.5333428,0.85088027,-0.8032058
9776,F4L,PV Array Mismatch (Low),Vdc,Vpv,Vabc,0.7977894,-0.55849594,0.24986592
9777,F7M,Boost Converter Controller Fault (Med),Vpv,ic,Vabc,1.564078,1.196203,0.8222436
9778,F2M,Feedback Sensor Fault (Med),ib,Vdc,ic,3.8066046,2.9598653,-1.149789
9779,F1M,Inverter Fault (Med),Vpv,Vdc,ic,8.53803,1.404514,0.61079526
9780,F1L,Inverter Fault (Low),ic,Vdc,ia,1.8491136,-0.806161,0.5254883
9781,F1L,Inverter Fault (Low),ic,ib,Vabc,4.386213,1.0928786,0.4502794
9782,F7M,Boost Converter Controller Fault (Med),Vdc,ic,ia,4.4049726,0.37635958,0.31138816
9783,F1M,Inverter Fault (Med),Vpv,Vdc,ia,8.505929,1.2534373,0.39925843
9784,F6M,MPPT Controller Fault (Med),Vdc,ic,ia,1.6420627,0.8657075,-0.17964025
9785,F1L,Inverter Fault (Low),Vdc,ib,ic,4.354463,2.1314054,-1.2593822
9786,F6L,MPPT Controller Fault (Low),Vdc,ic,Vabc,4.136438,0.86187184,-0.55873805
9787,F3M,Grid Anomaly (Med),Vdc,ia,ib,5.248074,-0.29635832,-0.18112119
9788,F4L,PV Array Mismatch (Low),Vdc,Vpv,ib,5.1816382,0.690096,0.24690251
9789,F4L,PV Array Mismatch (Low),Vdc,Vabc,Vpv,3.805234,-0.44552585,-0.39949885
9790,F1M,Inverter Fault (Med),Vpv,Vdc,ib,8.537084,1.3620038,0.29553166
9791,F7L,Boost Converter Controller Fault (Low),Vdc,Vabc,ia,5.1025224,-0.36709002,0.09634474
9792,F6L,MPPT Controller Fault (Low),Vdc,ic,ib,3.9245455,0.4263894,-0.24022594
9793,F3L,Grid Anomaly (Low),Vdc,ib,Vpv,7.0154743,-0.61795264,0.45798734
9794,F2M,Feedback Sensor Fault (Med),Vdc,ia,ic,3.3606591,0.85134906,-0.39519274
9795,F6L,MPPT Controller Fault (Low),Vdc,ic,ib,5.9336333,0.43470663,0.35193554
9796,F1L,Inverter Fault (Low),ic,ia,ib,3.2263775,0.9102039,0.8816253
9797,F3M,Grid Anomaly (Med),Vdc,ia,Vabc,6.4353156,0.9954954,-0.23557104
9798,F3L,Grid Anomaly (Low),Vdc,ia,Vabc,7.032686,2.2738247,0.8327916
9799,F4M,PV Array Mismatch (Med),Vdc,ib,ic,5.561011,0.17492133,-0.15984452
9800,F6L,MPPT Controller Fault (Low),Vdc,Vpv,Vabc,5.4916716,-0.17253919,0.093186304
9801,F1L,Inverter Fault (Low),Vdc,ic,ia,3.6652465,3.4746354,-1.5055327
9802,F1L,Inverter Fault (Low),ic,Vdc,ib,3.5923986,-1.7604979,0.83015066
9803,F4M,PV Array Mismatch (Med),ic,Vdc,ib,0.6507056,0.5950299,0.1634968
9804,F6L,MPPT Controller Fault (Low),Vdc,ib,Vabc,2.3449895,-1.1078494,0.9607049
9805,F6L,MPPT Controller Fault (Low),Vdc,ic,Vpv,2.8981795,0.7219975,0.4711567
9806,F1L,Inverter Fault (Low),ic,ib,ia,3.490509,0.61013633,0.57109284
9807,F4L,PV Array Mismatch (Low),Vdc,ib,Vabc,0.82317597,0.40128884,0.37406582
9808,F6L,MPPT Controller Fault (Low),Vdc,ic,Vabc,6.0826707,-0.3415493,-0.18664289
9809,F6M,MPPT Controller Fault (Med),Vdc,ia,ic,5.5477405,0.3137276,-0.22659504
9810,F6L,MPPT Controller Fault (Low),Vdc,ic,ib,2.857783,1.1548169,-0.40507463
9811,F1L,Inverter Fault (Low),ic,Vdc,ia,1.9171462,-0.811384,0.5072039
9812,F6M,MPPT Controller Fault (Med),Vdc,ib,ic,4.301624,0.5011208,-0.35117465
9813,F4L,PV Array Mismatch (Low),Vdc,ic,Vpv,4.7075276,-0.4402347,0.3754129
9814,F4L,PV Array Mismatch (Low),Vdc,Vpv,ic,5.348704,0.42257145,0.1483456
9815,F7L,Boost Converter Controller Fault (Low),Vdc,ib,ia,1.3941579,-0.61372346,0.2868769
9816,F4L,PV Array Mismatch (Low),Vdc,ic,Vpv,4.1358185,0.516545,-0.47101152
9817,F4M,PV Array Mismatch (Med),Vdc,Vpv,ia,5.461957,0.23931634,-0.22340655
9818,F4M,PV Array Mismatch (Med),Vdc,ic,Vpv,5.635661,0.34075564,0.2154922
9819,F7M,Boost Converter Controller Fault (Med),Vdc,ic,ib,4.67776,-0.30066967,0.26173234
9820,F7M,Boost Converter Controller Fault (Med),Vdc,Vabc,ib,3.6346178,0.40203235,0.16120112
9821,F1L,Inverter Fault (Low),Vdc,ic,ib,2.5135233,1.935473,0.94499797
9822,F1L,Inverter Fault (Low),ic,Vdc,ia,2.2307312,-1.7061632,0.70637053
9823,F4M,PV Array Mismatch (Med),Vdc,ic,Vabc,5.4600735,0.5246923,0.342668
9824,F6M,MPPT Controller Fault (Med),Vdc,ic,Vabc,4.2874312,0.7831975,0.16315277
9825,F4M,PV Array Mismatch (Med),Vdc,ic,ia,1.4705614,0.51468074,0.19915912
9826,F6L,MPPT Controller Fault (Low),Vdc,ib,ic,4.1083684,0.571202,-0.55561674
9827,F4L,PV Array Mismatch (Low),Vdc,Vabc,Vpv,4.1837955,0.2883821,0.25271583
9828,F7M,Boost Converter Controller Fault (Med),Vdc,ic,ia,-1.0390509,-0.9823983,0.6488839
9829,F3L,Grid Anomaly (Low),Vdc,ic,Vpv,5.959413,0.75108397,0.55499285
9830,F4L,PV Array Mismatch (Low),Vdc,ib,Vpv,6.117947,-0.56767595,0.22424492
9831,F1L,Inverter Fault (Low),ic,Vdc,ia,3.2763042,-1.7606034,0.86438537
9832,F2M,Feedback Sensor Fault (Med),Vdc,ic,ib,3.3040316,0.8156292,-0.5702271
9833,F2M,Feedback Sensor Fault (Med),ib,ic,ia,6.9101925,-2.0489042,-2.038561
9834,F7L,Boost Converter Controller Fault (Low),Vdc,Vpv,ia,1.743252,0.7096465,-0.3415987
9835,F3M,Grid Anomaly (Med),Vdc,ic,ia,6.6088743,0.90610266,-0.7380441
9836,F7M,Boost Converter Controller Fault (Med),Vdc,ib,Vabc,1.5009143,0.5972464,0.25802758
9837,F6L,MPPT Controller Fault (Low),Vdc,ic,Vabc,3.4704723,1.0108178,-0.49359274
9838,F4M,PV Array Mismatch (Med),Vdc,Vpv,ic,6.0459785,0.1896805,-0.18589965
9839,F7L,Boost Converter Controller Fault (Low),Vdc,ic,Vabc,2.4707174,0.42070568,0.30837882
9840,F6L,MPPT Controller Fault (Low),Vdc,ib,ic,3.80147,-1.1285833,0.6362162
9841,F7M,Boost Converter Controller Fault (Med),Vdc,Vabc,ia,2.7298172,-0.38118058,-0.24696492
9842,F6M,MPPT Controller Fault (Med),Vdc,ia,Vpv,4.6980453,0.17184278,0.16733542
9843,F3M,Grid Anomaly (Med),Vdc,Vabc,ic,2.08863,0.44268027,-0.39125046
9844,F6M,MPPT Controller Fault (Med),Vdc,ia,ib,0.94186956,0.93278223,0.27851108
9845,F7M,Boost Converter Controller Fault (Med),Vdc,ib,Vabc,1.2486404,0.3622415,-0.23156872
9846,F7M,Boost Converter Controller Fault (Med),Vdc,ia,Vabc,2.8292851,0.44751978,0.3545128
9847,F4L,PV Array Mismatch (Low),Vabc,ib,Vpv,-0.65234095,0.6355867,0.62463343
9848,F6M,MPPT Controller Fault (Med),Vdc,ib,ia,1.391216,-0.64604574,0.50820047
9849,F6L,MPPT Controller Fault (Low),Vdc,ic,Vabc,4.1825256,0.9391019,-0.36760738
9850,F3M,Grid Anomaly (Med),Vdc,Vpv,ic,5.9414506,-0.2151133,-0.18687075
9851,F4M,PV Array Mismatch (Med),Vdc,ia,Vpv,5.3453197,0.8436191,0.364933
9852,F6L,MPPT Controller Fault (Low),Vdc,ic,ib,2.5636432,0.9611242,-0.4105703
9853,F6M,MPPT Controller Fault (Med),Vdc,ib,ia,3.9573867,0.2461695,-0.22521116
9854,F3L,Grid Anomaly (Low),Vdc,ib,ic,5.8047905,0.30821806,-0.28026387
9855,F6L,MPPT Controller Fault (Low),Vdc,Vabc,ib,3.434774,-0.694681,-0.47683352
9856,F2M,Feedback Sensor Fault (Med),ib,ic,Vdc,8.00576,-3.433146,-1.6147525
9857,F2L,Feedback Sensor Fault (Low),ia,ib,Vdc,3.2849855,-2.6214974,1.8239362
9858,F6M,MPPT Controller Fault (Med),Vdc,ib,Vabc,2.932449,-0.8567895,0.562895
9859,F4L,PV Array Mismatch (Low),Vdc,ib,Vpv,0.919731,0.773804,-0.5172054
9860,F7L,Boost Converter Controller Fault (Low),Vdc,ia,Vabc,2.550399,-0.78479445,-0.14674953
9861,F6M,MPPT Controller Fault (Med),Vdc,Vpv,ia,1.3672053,-0.3010518,-0.284852
9862,F6L,MPPT Controller Fault (Low),Vdc,ic,Vabc,3.8470552,-0.49183318,-0.29743326
9863,F6M,MPPT Controller Fault (Med),Vdc,ia,ic,1.3793427,0.91382265,-0.30282003
9864,F3M,Grid Anomaly (Med),Vdc,Vabc,ia,6.2151923,0.34128103,0.08410549
9865,F2M,Feedback Sensor Fault (Med),ib,Vdc,Vpv,4.8640976,2.4721942,1.1659021
9866,F4L,PV Array Mismatch (Low),Vdc,Vpv,ib,3.7662232,0.49110314,-0.32475427
9867,F6L,MPPT Controller Fault (Low),Vdc,ic,ib,4.059792,0.6038989,-0.21574402
9868,F7M,Boost Converter Controller Fault (Med),Vpv,ic,Vabc,1.5743581,1.1440976,0.7357397
9869,F1L,Inverter Fault (Low),ic,Vdc,ib,3.5349958,2.604044,0.45371446
